elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
2013320,83.42722099951061,16217462,-39.0,59.42,59.42,71.33076786064717,261.9806170063663
2013404,83.54807599971537,16217418,-44.0,59.42,59.42,80.35932733535208,261.5377898768683
2013487,83.56343200102856,16217388,-30.0,59.42,59.42,54.78038191027931,261.6359270495897
2013571,83.56388799984416,16217354,-34.0,59.42,59.42,62.08409404382519,261.57957584158896
2013654,83.48281699909421,16217315,-39.0,59.42,59.42,71.28326460808776,261.3288862209283
2013738,83.44818499972462,16217281,-34.0,59.42,59.42,62.170175196346335,261.27079476025995
2013821,83.42754200020863,16217247,-34.0,59.42,59.42,62.18555835238471,261.2123928146868
2013905,83.36687799965148,16217209,-38.0,59.42,59.42,69.55208090885016,260.99858320158097
2013988,83.56991800064861,16217181,-28.0,59.42,59.42,51.124388293247335,261.1740655478247
2014072,83.45193599961931,16217148,-33.0,59.42,59.42,60.33892839403954,261.154654314588
2014155,83.42299499963701,16217115,-33.0,59.42,59.42,60.35986109881226,261.13480778881467
2014238,83.42164100031368,16217087,-28.0,59.42,59.42,51.21525884972623,261.30805994703286
2014322,83.4232739998697,16217056,-31.0,59.42,59.42,56.70149806614384,261.3654652372437
2014405,83.42477000041981,16217024,-32.0,59.42,59.42,58.52952905924018,261.3842692185169
2014489,83.41363399995316,16217001,-23.0,59.42,59.42,42.07371524392488,261.75051999501716
2014572,83.41428899984749,16216970,-31.0,59.42,59.42,56.70760568832096,261.80779014465054
2014656,83.43480999974418,16216942,-28.0,59.42,59.42,51.20717524871334,261.98124037367387
2014739,83.51274500091677,16216912,-30.0,59.42,59.42,54.81363016746425,262.0786151790662
2014822,83.4574149994296,16216886,-26.0,59.42,59.42,47.53664076795471,262.3296530224547
2014906,83.46385600088979,16216860,-26.0,59.42,59.42,47.53297231088515,262.5807877429333
2014989,83.46292399983213,16216839,-21.0,59.42,59.42,38.39244480736674,263.02502749454754
2015073,83.53824999903736,16216811,-28.0,59.42,59.42,51.1437687233002,263.2000335322752
2015157,83.5814769998251,16216785,-26.0,59.42,59.42,47.46608098656,263.4529373534423
2015240,83.44746900002065,16216758,-27.0,59.42,59.42,49.370856854555775,263.66520179234726
2015323,83.48605200080783,16216727,-31.0,59.42,59.42,56.65886092360948,263.72355130685213
2015407,83.52907200060145,16216707,-20.0,59.42,59.42,36.53527735203411,264.2074097796891
2015490,83.43619199877139,16216679,-28.0,59.42,59.42,51.20632707641922,264.380880794928
2015574,83.55206600026577,16216647,-32.0,59.42,59.42,58.44035622032935,264.4015993955548
2015658,83.53984099994705,16216624,-23.0,59.42,59.42,42.01015278898154,264.7697484121023
2015741,83.45655000084662,16216599,-25.0,59.42,59.42,45.708782181701764,265.05939705513185
2015824,83.4619039997051,16216570,-29.0,59.42,59.42,53.018786009730086,265.19463098672725
2015908,83.49883200025943,16216539,-31.0,59.42,59.42,56.650188943484906,265.2531727212101
2015991,83.57272499961255,16216515,-24.0,59.42,59.42,43.81943241670028,265.5831925259058
2016075,83.52091199958522,16216486,-29.0,59.42,59.42,52.98132793553518,265.71931397838745
2016159,83.61983600116218,16216454,-32.0,59.42,59.42,58.39299302060502,265.7410518864197
2016242,83.57247899948561,16216426,-28.0,59.42,59.42,51.122821635173665,265.91657275184656
2016326,83.57404299931659,16216393,-33.0,59.42,59.42,60.250769376637386,265.8989980918339
2016409,83.5577950001607,16216360,-33.0,59.42,59.42,60.26248527280209,265.8811790507434
2016493,83.56740999988688,16216331,-29.0,59.42,59.42,52.95184843147574,266.01799986511696
2016577,83.59796300101152,16216295,-36.0,59.42,59.42,65.70930517091108,265.8849135489314
2016660,83.54512799996883,16216264,-31.0,59.42,59.42,56.61879660267879,265.94415160707837
2016744,83.53444499880425,16216229,-35.0,59.42,59.42,63.93262290725039,265.84873374628546
2016827,83.46143100061454,16216197,-32.0,59.42,59.42,58.50381956623829,265.86808913420606
2016911,83.50069100015389,16216160,-37.0,59.42,59.42,67.61323631578803,265.6949159704387
2016994,83.76832300018577,16216126,-34.0,59.42,59.42,61.93257899216264,265.64163960539213
2017078,83.52086899867572,16216089,-37.0,59.42,59.42,67.59690147877313,265.46876993259485
2017161,83.44012100133114,16216053,-36.0,59.42,59.42,65.83360614268963,265.33330956421776
2017245,83.4585069987952,16216018,-35.0,59.42,59.42,63.99079451483713,265.23674954369733
2017328,83.3570660015539,16215978,-40.0,59.42,59.42,73.2213346482975,264.94554473176544
2017412,83.47820699964359,16215941,-37.0,59.42,59.42,67.63144724885028,264.77203339317265
2017495,83.48986099917965,16215904,-37.0,59.42,59.42,67.62200685877862,264.59869733874496
